Week Ending Date,State,Observed Number,Upper Bound Threshold,Exceeds Threshold,Average Expected Count,Excess Lower Estimate,Excess Higher Estimate,Year,Total Excess Lower Estimate in 2020,Total Excess Higher Estimate in 2020,Percent Excess Lower Estimate,Percent Excess Higher Estimate,Type,Outcome,Suppress,Note
5/13/17,Montana,203,232,FALSE,201,0,2,2017,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
5/20/17,Montana,197,227,FALSE,196,0,1,2017,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
5/27/17,Montana,207,222,FALSE,192,0,15,2017,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
6/3/17,Montana,176,222,FALSE,193,0,0,2017,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/10/17,Montana,200,224,FALSE,194,0,6,2017,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/17/17,Montana,188,222,FALSE,193,0,0,2017,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/24/17,Montana,189,224,FALSE,194,0,0,2017,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
7/1/17,Montana,162,227,FALSE,197,0,0,2017,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
7/8/17,Montana,197,230,FALSE,200,0,0,2017,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
7/15/17,Montana,193,229,FALSE,199,0,0,2017,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
7/22/17,Montana,193,229,FALSE,199,0,0,2017,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
7/29/17,Montana,196,228,FALSE,199,0,0,2017,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
8/5/17,Montana,214,227,FALSE,197,0,17,2017,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
8/12/17,Montana,188,226,FALSE,197,0,0,2017,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
8/19/17,Montana,201,223,FALSE,193,0,8,2017,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
8/26/17,Montana,171,225,FALSE,195,0,0,2017,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/2/17,Montana,173,224,FALSE,193,0,0,2017,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/9/17,Montana,170,225,FALSE,194,0,0,2017,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/16/17,Montana,175,223,FALSE,192,0,0,2017,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/23/17,Montana,181,226,FALSE,196,0,0,2017,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/30/17,Montana,169,224,FALSE,196,0,0,2017,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
10/7/17,Montana,218,228,FALSE,198,0,20,2017,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
10/14/17,Montana,190,228,FALSE,199,0,0,2017,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
10/21/17,Montana,199,228,FALSE,199,0,0,2017,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
10/28/17,Montana,188,228,FALSE,199,0,0,2017,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
11/4/17,Montana,187,225,FALSE,196,0,0,2017,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
11/11/17,Montana,182,226,FALSE,197,0,0,2017,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
11/18/17,Montana,190,228,FALSE,199,0,0,2017,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
11/25/17,Montana,192,230,FALSE,201,0,0,2017,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/2/17,Montana,210,233,FALSE,204,0,6,2017,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/9/17,Montana,161,236,FALSE,207,0,0,2017,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/16/17,Montana,199,239,FALSE,209,0,0,2017,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/23/17,Montana,198,239,FALSE,209,0,0,2017,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/30/17,Montana,200,242,FALSE,213,0,0,2017,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
1/6/18,Montana,193,244,FALSE,215,0,0,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
1/13/18,Montana,205,244,FALSE,214,0,0,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
1/20/18,Montana,178,243,FALSE,213,0,0,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
1/27/18,Montana,218,242,FALSE,212,0,6,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
2/3/18,Montana,196,241,FALSE,211,0,0,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
2/10/18,Montana,199,241,FALSE,211,0,0,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
2/17/18,Montana,223,240,FALSE,210,0,13,2018,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2/24/18,Montana,197,240,FALSE,210,0,0,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
3/3/18,Montana,194,238,FALSE,208,0,0,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
3/10/18,Montana,221,241,FALSE,211,0,10,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
3/17/18,Montana,196,239,FALSE,209,0,0,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
3/24/18,Montana,195,237,FALSE,207,0,0,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
3/31/18,Montana,163,238,FALSE,208,0,0,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
4/7/18,Montana,212,239,FALSE,209,0,3,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
4/14/18,Montana,190,238,FALSE,208,0,0,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
4/21/18,Montana,191,235,FALSE,204,0,0,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
4/28/18,Montana,205,234,FALSE,204,0,1,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
5/5/18,Montana,176,231,FALSE,201,0,0,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
5/12/18,Montana,173,232,FALSE,201,0,0,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
5/19/18,Montana,171,230,FALSE,200,0,0,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
5/26/18,Montana,156,229,FALSE,199,0,0,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/2/18,Montana,163,224,FALSE,195,0,0,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/9/18,Montana,190,224,FALSE,195,0,0,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/16/18,Montana,195,218,FALSE,189,0,6,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/23/18,Montana,177,224,FALSE,194,0,0,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/30/18,Montana,175,223,FALSE,193,0,0,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
7/7/18,Montana,192,226,FALSE,197,0,0,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
7/14/18,Montana,181,229,FALSE,199,0,0,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
7/21/18,Montana,182,230,FALSE,200,0,0,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
7/28/18,Montana,211,229,FALSE,198,0,13,2018,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
8/4/18,Montana,210,228,FALSE,198,0,12,2018,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
8/11/18,Montana,196,224,FALSE,195,0,1,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
8/18/18,Montana,177,222,FALSE,193,0,0,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
8/25/18,Montana,199,220,FALSE,191,0,8,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/1/18,Montana,167,220,FALSE,190,0,0,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/8/18,Montana,199,219,FALSE,190,0,9,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/15/18,Montana,195,217,FALSE,189,0,6,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/22/18,Montana,177,219,FALSE,191,0,0,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/29/18,Montana,176,218,FALSE,190,0,0,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
10/6/18,Montana,211,223,FALSE,193,0,18,2018,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
10/13/18,Montana,199,224,FALSE,194,0,5,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
10/20/18,Montana,186,226,FALSE,197,0,0,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
10/27/18,Montana,194,224,FALSE,194,0,0,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
11/3/18,Montana,177,222,FALSE,193,0,0,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
11/10/18,Montana,204,223,FALSE,193,0,11,2018,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
11/17/18,Montana,212,223,FALSE,192,0,20,2018,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
11/24/18,Montana,218,222,FALSE,192,0,26,2018,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
12/1/18,Montana,201,223,FALSE,193,0,8,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/8/18,Montana,164,223,FALSE,193,0,0,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/15/18,Montana,180,228,FALSE,197,0,0,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/22/18,Montana,214,231,FALSE,199,0,15,2018,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
12/29/18,Montana,187,235,FALSE,203,0,0,2018,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
1/5/19,Montana,221,237,FALSE,205,0,16,2019,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
1/12/19,Montana,207,235,FALSE,204,0,3,2019,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
1/19/19,Montana,210,236,FALSE,205,0,5,2019,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
1/26/19,Montana,227,235,FALSE,204,0,23,2019,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2/2/19,Montana,205,234,FALSE,204,0,1,2019,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
2/9/19,Montana,221,233,FALSE,203,0,18,2019,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2/16/19,Montana,218,233,FALSE,202,0,16,2019,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2/23/19,Montana,231,234,FALSE,203,0,28,2019,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
3/2/19,Montana,224,232,FALSE,202,0,22,2019,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
3/9/19,Montana,242,230,TRUE,201,12,41,2019,8,224,0.1,0.2,Predicted (weighted),"All causes, excluding COVID-19",,
3/16/19,Montana,209,228,FALSE,198,0,11,2019,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
3/23/19,Montana,208,228,FALSE,197,0,11,2019,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
3/30/19,Montana,186,225,FALSE,195,0,0,2019,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
4/6/19,Montana,208,226,FALSE,196,0,12,2019,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
4/13/19,Montana,198,224,FALSE,196,0,2,2019,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
4/20/19,Montana,227,225,TRUE,195,2,32,2019,8,224,0,0.2,Predicted (weighted),"All causes, excluding COVID-19",,
4/27/19,Montana,180,224,FALSE,194,0,0,2019,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
5/4/19,Montana,195,221,FALSE,191,0,4,2019,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
5/11/19,Montana,195,220,FALSE,191,0,4,2019,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
5/18/19,Montana,192,214,FALSE,186,0,6,2019,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
5/25/19,Montana,189,217,FALSE,187,0,2,2019,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/1/19,Montana,185,214,FALSE,185,0,0,2019,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/8/19,Montana,201,215,FALSE,186,0,15,2019,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
6/15/19,Montana,193,212,FALSE,182,0,11,2019,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
6/22/19,Montana,168,216,FALSE,187,0,0,2019,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/29/19,Montana,207,218,FALSE,188,0,19,2019,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
7/6/19,Montana,193,221,FALSE,190,0,3,2019,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
7/13/19,Montana,170,224,FALSE,194,0,0,2019,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
7/20/19,Montana,196,229,FALSE,198,0,0,2019,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
7/27/19,Montana,219,226,FALSE,196,0,23,2019,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
8/3/19,Montana,187,226,FALSE,195,0,0,2019,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
8/10/19,Montana,186,226,FALSE,195,0,0,2019,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
8/17/19,Montana,175,222,FALSE,192,0,0,2019,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
8/24/19,Montana,193,219,FALSE,189,0,4,2019,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
8/31/19,Montana,202,219,FALSE,189,0,13,2019,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
9/7/19,Montana,205,218,FALSE,188,0,17,2019,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
9/14/19,Montana,186,215,FALSE,185,0,1,2019,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/21/19,Montana,185,220,FALSE,190,0,0,2019,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/28/19,Montana,197,220,FALSE,190,0,7,2019,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
10/5/19,Montana,210,222,FALSE,192,0,18,2019,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
10/12/19,Montana,201,227,FALSE,196,0,5,2019,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
10/19/19,Montana,203,229,FALSE,199,0,4,2019,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
10/26/19,Montana,203,228,FALSE,197,0,6,2019,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
11/2/19,Montana,189,227,FALSE,196,0,0,2019,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
11/9/19,Montana,199,228,FALSE,197,0,2,2019,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
11/16/19,Montana,186,228,FALSE,196,0,0,2019,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
11/23/19,Montana,181,227,FALSE,196,0,0,2019,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
11/30/19,Montana,196,228,FALSE,197,0,0,2019,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/7/19,Montana,230,230,FALSE,200,0,30,2019,8,224,0,0.2,Predicted (weighted),"All causes, excluding COVID-19",,
12/14/19,Montana,200,233,FALSE,202,0,0,2019,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/21/19,Montana,194,236,FALSE,204,0,0,2019,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/28/19,Montana,171,239,FALSE,208,0,0,2019,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
1/4/20,Montana,231,243,FALSE,211,0,20,2020,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
1/11/20,Montana,211,242,FALSE,211,0,0,2020,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
1/18/20,Montana,202,243,FALSE,212,0,0,2020,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
1/25/20,Montana,196,244,FALSE,212,0,0,2020,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
2/1/20,Montana,218,246,FALSE,214,0,4,2020,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2/8/20,Montana,202,248,FALSE,215,0,0,2020,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2/15/20,Montana,198,247,FALSE,215,0,0,2020,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2/22/20,Montana,218,250,FALSE,218,0,0,2020,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2/29/20,Montana,235,248,FALSE,216,0,19,2020,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
3/7/20,Montana,224,245,FALSE,213,0,11,2020,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
3/14/20,Montana,221,240,FALSE,208,0,13,2020,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
3/21/20,Montana,231,238,FALSE,207,0,24,2020,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
3/28/20,Montana,205,232,FALSE,202,0,3,2020,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
4/4/20,Montana,176,232,FALSE,202,0,0,2020,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
4/11/20,Montana,219,231,FALSE,201,0,18,2020,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
4/18/20,Montana,189,232,FALSE,201,0,0,2020,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
4/25/20,Montana,186,227,FALSE,197,0,0,2020,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
5/2/20,Montana,205,226,FALSE,197,0,8,2020,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
5/9/20,Montana,180,220,FALSE,191,0,0,2020,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
5/16/20,Montana,208,219,FALSE,190,0,18,2020,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
5/23/20,Montana,183,220,FALSE,190,0,0,2020,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
5/30/20,Montana,180,221,FALSE,191,0,0,2020,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
6/6/20,Montana,181,218,FALSE,189,0,0,2020,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
6/13/20,Montana,228,220,TRUE,190,8,38,2020,8,224,0,0.2,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
6/20/20,Montana,201,218,FALSE,189,0,12,2020,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
6/27/20,Montana,202,218,FALSE,189,0,13,2020,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
7/4/20,Montana,176,219,FALSE,188,0,0,2020,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
7/11/20,Montana,188,226,FALSE,196,0,0,2020,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
7/18/20,Montana,201,228,FALSE,197,0,4,2020,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
7/25/20,Montana,219,230,FALSE,199,0,20,2020,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
8/1/20,Montana,207,228,FALSE,198,0,9,2020,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
8/8/20,Montana,208,228,FALSE,198,0,10,2020,8,224,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
8/15/20,Montana,188,224,FALSE,194,0,0,2020,8,224,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Weighted numbers of deaths are 20% or more higher than the control counts. Data may be less complete than in previous years, or weights may be too high in states where timeliness of provisional data has improved."
1/14/17,Nebraska,439,401,TRUE,355,38,84,2017,71,358,0.1,0.2,Predicted (weighted),"All causes, excluding COVID-19",,
1/21/17,Nebraska,386,404,FALSE,356,0,30,2017,71,358,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
1/28/17,Nebraska,360,400,FALSE,355,0,5,2017,71,358,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
2/4/17,Nebraska,357,399,FALSE,355,0,2,2017,71,358,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
2/11/17,Nebraska,422,393,TRUE,350,29,72,2017,71,358,0.1,0.2,Predicted (weighted),"All causes, excluding COVID-19",,
2/18/17,Nebraska,353,391,FALSE,347,0,6,2017,71,358,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
2/25/17,Nebraska,348,391,FALSE,346,0,2,2017,71,358,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
3/4/17,Nebraska,327,392,FALSE,348,0,0,2017,71,358,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
3/11/17,Nebraska,331,384,FALSE,341,0,0,2017,71,358,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
3/18/17,Nebraska,367,382,FALSE,339,0,28,2017,71,358,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
3/25/17,Nebraska,303,382,FALSE,338,0,0,2017,71,358,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
4/1/17,Nebraska,341,383,FALSE,339,0,2,2017,71,358,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
4/8/17,Nebraska,317,379,FALSE,336,0,0,2017,71,358,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
4/15/17,Nebraska,318,376,FALSE,332,0,0,2017,71,358,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
4/22/17,Nebraska,286,373,FALSE,331,0,0,2017,71,358,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
4/29/17,Nebraska,319,371,FALSE,328,0,0,2017,71,358,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
5/6/17,Nebraska,322,360,FALSE,318,0,4,2017,71,358,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
5/13/17,Nebraska,309,358,FALSE,317,0,0,2017,71,358,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
5/20/17,Nebraska,295,356,FALSE,313,0,0,2017,71,358,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
5/27/17,Nebraska,326,350,FALSE,309,0,17,2017,71,358,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
6/3/17,Nebraska,321,349,FALSE,307,0,14,2017,71,358,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/10/17,Nebraska,323,346,FALSE,305,0,18,2017,71,358,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
6/17/17,Nebraska,303,344,FALSE,304,0,0,2017,71,358,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/24/17,Nebraska,338,346,FALSE,304,0,34,2017,71,358,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
7/1/17,Nebraska,310,343,FALSE,303,0,7,2017,71,358,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
